data_num,weather_gt
1003839,0
384204,0
908960,0
1025185,0
145032,0
980260,0
545013,0
467761,0
1073139,0
604896,0
482749,0
107194,0
545345,0
511718,0
284172,0
493967,0
609460,0
999033,0
511882,0
1281806,0
552434,0
1348477,0
213849,0
1113723,0
976416,0
1017210,0
1202774,0
1034415,0
299014,0
1171468,0
641752,0
245893,0
324171,0
1348582,0
591721,0
161995,0
115075,0
368032,0
810807,0
783000,0
573371,0
1154097,0
616340,0
1269268,0
454194,0
1348786,0
1000129,0
197076,0
533239,0
853210,0
965079,0
1007301,0
510121,0
568078,0
848039,0
487217,0
898435,0
545163,0
750106,0
811161,0
552579,0
742138,0
846475,0
123915,0
1135027,0
1093534,0
1076649,0
1165081,0
617653,0
1287306,0
684874,0
374145,0
1190702,0
1348258,0
1321813,0
41540,0
1251477,0
1113222,0
1039703,0
561211,0
1002969,0
45532,0
1058358,0
259575,0
1015600,0
1008428,0
1047691,0
245509,0
714372,0
676478,0
453609,0
1240539,0
469396,0
1180585,0
1081166,0
616282,0
103322,0
816628,0
840860,0
506719,0
1342630,0
1032383,0
1174649,0
1212905,0
1134530,0
818572,0
1288929,0
170029,0
956306,0
974335,0
599510,0
1061248,0
1125220,0
74071,0
1239888,0
481263,0
907732,0
288466,0
947571,0
1181144,0
1348313,0
893869,0
1181023,0
965064,0
179777,0
48314,0
938061,0
1050430,0
400674,0
1348268,0
1348291,0
1153398,0
582449,0
141464,0
1317676,0
1334478,0
430015,0
990254,0
788855,0
843554,0
691977,0
342529,0
188123,0
1119084,0
1031247,0
274548,0
107437,0
1241194,0
421067,0
996862,0
592134,0
869936,0
1099552,0
219544,0
548183,0
63602,0
345159,0
430377,0
531026,0
988433,0
1039705,0
845500,0
938699,0
448950,0
563317,0
1167372,0
560748,0
837910,0
32240,0
1013875,0
1315053,0
707627,0
298080,0
1053803,0
1263378,0
1285558,0
1111503,0
152243,0
1245564,0
606247,0
311292,0
949978,0
452753,0
889984,0
1077630,0
1058325,0
684535,0
533124,0
442749,0
1348544,0
684099,0
949918,0
518373,0
192067,0
616251,0
1111758,0
777025,0
433587,0
313870,0
382005,0
304306,0
893372,0
142905,0
982765,0
213147,0
419184,0
627238,0
415286,0
429984,0
888625,0
31672,0
415051,0
1017914,0
195954,0
1137259,0
38649,0
594823,0
451765,0
1062570,0
1054678,0
326252,0
1016329,0
843488,0
1112953,0
561501,0
904743,0
1239347,0
702883,0
686840,0
302616,0
13633,0
297530,0
882263,0
191792,0
1211968,0
1058299,0
548350,0
1057092,0
1075372,0
518358,0
984864,0
492896,0
47562,0
1263806,0
1074288,0
585252,0
1100699,0
194229,0
306625,0
181258,0
563307,0
1219068,0
703817,0
768255,0
813222,0
73910,0
333603,0
198905,0
892584,0
616248,0
1061435,0
453278,0
1150364,0
376639,0
206794,0
547547,0
1032199,0
1182026,0
46593,0
736597,0
1100014,0
518532,0
1028824,0
1347716,0
1200015,0
1170667,0
1054044,0
370290,0
433406,0
689388,0
379843,0
695468,0
1259580,0
821835,0
551043,0
63470,0
583234,0
67732,0
713455,0
96247,0
1171929,0
486233,0
969571,0
1171835,0
259990,0
791396,0
421056,0
208155,0
928902,0
375173,0
370289,0
1180269,0
1156256,0
545101,0
800151,0
392062,0
823391,0
717061,0
1215918,0
142736,0
753921,0
522638,0
894361,0
597354,0
684101,0
582548,0
1278918,0
41449,0
192753,0
1030687,0
422748,0
547714,0
467925,0
1054282,0
314446,0
823178,0
532914,0
992714,0
722227,0
595618,0
935204,0
735397,0
1202734,0
738062,0
1348541,0
1181142,0
355355,0
100509,0
200867,0
721094,0
450995,0
1206814,0
132081,0
1237885,0
516449,0
865651,0
910828,0
1348672,0
1181100,0
1193515,0
130065,0
676374,0
190909,0
1265120,0
862977,0
320471,0
1053341,0
128436,0
987739,0
571322,0
1346464,0
965148,0
1233228,0
342064,0
207150,0
353114,0
1348761,0
468938,0
783002,0
255070,0
865091,0
1156181,0
1142136,0
92077,0
1163453,0
586572,0
956338,0
415055,0
622265,0
1148419,0
1046061,0
258173,0
1248047,0
545099,0
994954,0
684121,0
263038,0
1341802,0
587321,0
782992,0
368415,0
1101654,0
1348572,0
809737,0
1001987,0
996209,0
1347704,0
1133986,0
973890,0
1197660,0
738972,0
788425,0
860418,0
1256298,0
1158049,0
761555,0
1245087,0
178794,0
379854,0
421791,0
558476,0
348171,0
481533,0
475143,0
713921,0
560682,0
1183107,0
1193489,0
649886,0
1335370,0
424308,0
805996,0
1192165,0
1050861,0
1295155,0
99346,0
553201,0
676366,0
964172,0
1187675,0
713012,0
580280,0
1289938,0
940193,0
952196,0
597708,0
1078670,0
215418,0
49276,0
1246511,0
758333,0
715260,0
1037212,0
1071731,0
94068,0
57333,0
1178896,0
162543,0
1218787,0
537743,0
980448,0
277457,0
191905,0
1212415,0
941017,0
994453,0
797178,0
680205,0
773155,0
282558,0
823002,0
377540,0
911668,0
1348487,0
879975,0
550587,0
1012290,0
1217737,0
1200445,0
13052,0
512492,0
1143656,0
1275478,0
752466,0
283932,0
550207,0
1026871,0
54344,0
583251,0
120946,0
1260109,0
807001,0
193267,0
42592,0
792614,0
63674,0
595634,0
332421,0
1177853,0
1267896,0
778601,0
546983,0
194855,0
193885,0
161099,0
93420,0
697468,0
616257,0
524382,0
1308119,0
548971,0
467285,0
1348841,0
1348754,0
821165,0
743608,0
742685,0
45771,0
809728,0
820408,0
1348624,0
113776,0
1283854,0
1317465,0
843660,0
1348792,0
1119661,0
996869,0
778321,0
696443,0
68570,0
1299063,0
561222,0
481540,0
692016,0
1112945,0
940917,0
389764,0
1347801,0
447127,0
1077053,0
323601,0
583971,0
1130704,0
791423,0
1082131,0
1103038,0
346325,0
738472,0
307014,0
573373,0
1105510,0
1343076,0
1347211,0
59697,0
476311,0
676355,0
744257,0
1181168,0
474665,0
1164201,0
1096430,0
446755,0
919721,0
899708,0
847723,0
128225,0
831740,0
545001,0
563067,0
475249,0
213945,0
780988,0
1271575,0
429776,0
1077821,0
676464,0
189349,0
496382,0
547626,0
7646,0
1106451,0
324347,0
704711,0
1303187,0
1093506,0
1075381,0
1260113,0
425288,0
261148,0
717390,0
181163,0
1239157,0
1296188,0
1061525,0
1346574,0
794757,0
422863,0
503910,0
138207,0
598577,0
566096,0
503123,0
595048,0
565602,0
76285,0
1000630,0
945552,0
1088128,0
692716,0
923261,0
499403,0
1147879,0
182052,0
560524,0
848341,0
576271,0
563073,0
945393,0
1175326,0
998537,0
914286,0
206950,0
317594,0
957888,0
794315,0
980461,0
87698,0
930808,0
1029646,0
384852,0
1000622,0
1180770,0
67535,0
808618,0
863477,0
518361,0
1150230,0
1232665,0
468222,0
597421,0
149298,0
452410,0
899844,0
931078,0
494197,0
806543,0
1271666,0
1348895,0
1348481,0
466284,0
798404,0
191793,0
552911,0
558474,0
454490,0
770186,0
223002,0
912928,0
709329,0
168029,0
1047957,0
970416,0
1038980,0
363157,0
794132,0
459238,0
823301,0
1201474,0
778682,0
857439,0
316034,0
61968,0
160107,0
877582,0
1348446,0
368585,0
1162098,0
113652,0
1033564,0
558282,0
1305936,0
180081,0
11754,0
1215687,0
918151,0
1211735,0
100711,0
781875,0
597524,0
1338743,0
1035292,0
205956,0
855481,0
190992,0
459474,0
576736,0
550052,0
191569,0
985538,0
692342,0
1116303,0
558774,0
754339,0
970452,0
479421,0
42504,0
225769,0
571056,0
798401,0
571653,0
531955,0
800881,0
918507,0
1100258,0
571318,0
1327998,0
861403,0
85593,0
101027,0
1175894,0
1044293,0
416922,0
1175916,0
1345833,0
1216078,0
966551,0
1240605,0
862391,0
1348657,0
1042373,0
678434,0
270204,0
245487,0
1009560,0
1348216,0
1348256,0
1118995,0
697807,0
1057113,0
191821,0
1327569,0
862979,0
975434,0
160108,0
31747,0
146148,0
1153449,0
1061328,0
521257,0
616210,0
145094,0
288777,0
982654,0
995255,0
820064,0
1181994,0
518730,0
1039039,0
571470,0
198847,0
2287,0
194910,0
1033291,0
806458,0
333785,0
923936,0
1269142,0
52805,0
568102,0
843522,0
969824,0
758346,0
168259,0
575061,0
291944,0
919706,0
1136688,0
677978,0
788206,0
269682,0
1019831,0
1201473,0
1348472,0
1217975,0
1103034,0
909605,0
361373,0
712262,0
1301972,0
1337358,0
413069,0
1348855,0
1348734,0
16434,0
975373,0
1027163,0
777561,0
647700,0
1029118,0
597639,0
550088,0
1338437,0
299926,0
305736,0
1201049,0
547664,0
1018966,0
932587,0
343329,0
992648,0
1009979,0
743545,0
950936,0
591591,0
1246385,0
209797,0
649176,0
713414,0
1061076,0
898890,0
64296,0
1304598,0
921524,0
384506,0
856087,0
213786,0
1247528,0
995899,0
183733,0
327388,0
1229311,0
616352,0
143707,0
107969,0
1348546,0
1042657,0
1209771,0
365365,0
605351,0
590530,0
732569,0
844998,0
742290,0
595360,0
676384,0
452793,0
560705,0
1030028,0
947581,0
154024,0
430596,0
300836,0
592139,0
191575,0
1032422,0
74956,0
13695,0
521764,0
563276,0
1269469,0
15239,0
1317460,0
690546,0
918279,0
404306,0
466761,0
110252,0
568264,0
856118,0
1180669,0
1112825,0
868877,0
537956,0
1246395,0
598959,0
1113741,0
1347794,0
1302431,0
307575,0
283536,0
751334,0
937571,0
915067,0
1283776,0
553286,0
1348438,0
242049,0
875343,0
474431,0
952993,0
1241464,0
257244,0
597595,0
26916,0
1172818,0
162551,0
1130970,0
552521,0
1069547,0
1032017,0
75659,0
918237,0
156052,0
1221979,0
193262,0
597725,0
1030886,0
1219059,0
271551,0
1206358,0
1299163,0
882352,0
1321116,0
1182510,0
326419,0
1031879,0
319455,0
537964,0
972102,0
147046,0
597364,0
877080,0
137882,0
741166,0
850167,0
1307022,0
828265,0
262071,0
325142,0
554401,0
158876,0
429785,0
1348813,0
1320235,0
61177,0
1231192,0
591725,0
572659,0
1217718,0
860780,0
1089660,0
149927,0
845493,0
1231412,0
973137,0
429804,0
701563,0
806952,0
949973,0
191788,0
976415,0
1302765,0
42714,0
1061199,0
111267,0
1275516,0
1292919,0
569431,0
253642,0
1098742,0
370317,0
1129150,0
744446,0
297876,0
747243,0
1212180,0
414237,0
1310338,0
811172,0
1181045,0
1131024,0
796948,0
801726,0
676364,0
361322,0
430255,0
815203,0
745485,0
908927,0
823273,0
1030875,0
1016598,0
819556,0
1348763,0
1003846,0
488699,0
1142662,0
818259,0
518369,0
277576,0
164003,0
1201791,0
1009249,0
297695,0
922413,0
1179269,0
999853,0
913159,0
982179,0
470984,0
245491,0
1244103,0
1260108,0
897941,0
902972,0
452015,0
340313,0
460666,0
1097977,0
270685,0
474438,0
1343074,0
1091610,0
489085,0
528063,0
741206,0
992982,0
1181014,0
818412,0
32237,0
758353,0
1057126,0
669530,0
751258,0
2325,0
19841,0
429297,0
391358,0
1311670,0
245517,0
68210,0
847732,0
316461,0
145476,0
761344,0
265596,0
47849,0
329389,0
581884,0
863112,0
1155125,0
236784,0
782959,0
1274115,0
287637,0
627036,0
324123,0
165211,0
1169855,0
698668,0
1155117,0
1009850,0
1128202,0
1119130,0
817600,0
526644,0
1113838,0
783250,0
1162517,0
1054233,0
1045098,0
618217,0
616249,0
692828,0
689967,0
738964,0
1276910,0
370309,0
1031031,0
1009288,0
974087,0
823385,0
367916,0
1127467,0
940902,0
909140,0
1348405,0
259624,0
1308428,0
582837,0
1053788,0
1348441,0
165059,0
259577,0
400863,0
115893,0
721015,0
1323066,0
591738,0
1300409,0
545216,0
1238799,0
1180695,0
1211128,0
1337963,0
598463,0
558497,0
975313,0
448378,0
1301977,0
1049622,0
732611,0
542954,0
365670,0
787695,0
706166,0
219689,0
76463,0
815665,0
123241,0
908354,0
1232753,0
915549,0
1106330,0
807595,0
744537,0
1178637,0
948252,0
1225444,0
1150211,0
440394,0
78248,0
813122,0
1328005,0
918152,0
1256285,0
335163,0
237090,0
299527,0
63978,0
761981,0
457741,0
1247922,0
95221,0
1195001,0
1201295,0
856151,0
1227889,0
582296,0
261359,0
262534,0
823371,0
159477,0
199021,0
1265701,0
1112938,0
1218570,0
430534,0
1189239,0
856088,0
970436,0
206854,0
163341,0
767840,0
969215,0
196542,0
1161686,0
744984,0
54002,0
839814,0
68475,0
1321031,0
1310222,0
548194,0
830051,0
820882,0
479948,0
526680,0
50967,0
1138914,0
270678,0
1148039,0
948247,0
604660,0
1344418,0
342640,0
1054819,0
931270,0
1151419,0
1252847,0
1170954,0
1347806,0
128344,0
433941,0
320827,0
1325279,0
1200983,0
725910,0
298577,0
228933,0
1232886,0
713201,0
527939,0
739156,0
1348234,0
1292933,0
48715,0
279444,0
121179,0
583290,0
516871,0
130304,0
126877,0
373963,0
1009695,0
864781,0
1032421,0
817435,0
206739,0
375949,0
1348656,0
1012204,0
521760,0
1030755,0
229535,0
1006899,0
1262219,0
321971,0
320844,0
107608,0
616247,0
1090743,0
893345,0
1347713,0
17158,0
1233179,0
794476,0
989337,0
245480,0
1290274,0
96164,0
560678,0
1112952,0
247758,0
1240604,0
150170,0
189978,0
1016582,0
207147,0
1037,0
15049,0
986271,0
879013,0
1348837,0
606274,0
1347802,0
775152,0
983785,0
935294,0
448981,0
837881,0
852975,0
1189313,0
98908,0
70635,0
948364,0
353184,0
868105,0
213428,0
430529,0
1219167,0
827723,0
542937,0
742145,0
527929,0
145605,0
1750,0
1320147,0
970456,0
834650,0
806199,0
1302832,0
1201759,0
741117,0
575346,0
1185457,0
1348692,0
537359,0
545213,0
1258092,0
973685,0
1317459,0
1090508,0
940904,0
463556,0
896401,0
1245104,0
792137,0
1004832,0
275426,0
41444,0
1292248,0
811170,0
476738,0
1016481,0
746430,0
918182,0
467747,0
997832,0
1202447,0
86495,0
548156,0
184383,0
1166544,0
1259515,0
536718,0
1226115,0
885378,0
521865,0
828931,0
318290,0
545086,0
1259596,0
1347811,0
1162516,0
761775,0
930607,0
458059,0
1240181,0
1135277,0
12836,0
776089,0
950019,0
1137615,0
1162249,0
1166309,0
325146,0
446669,0
1174566,0
1348324,0
1061249,0
547983,0
1166779,0
970412,0
1031030,0
194298,0
322788,0
120499,0
855427,0
365122,0
312151,0
726075,0
860786,0
779142,0
113669,0
794119,0
676479,0
192606,0
181819,0
1147882,0
1212839,0
956881,0
576477,0
1031472,0
455005,0
547198,0
1256025,0
1178169,0
818235,0
308800,0
841222,0
801701,0
785159,0
819789,0
777032,0
567492,0
1025564,0
983437,0
1088490,0
971244,0
1162150,0
843679,0
561462,0
945303,0
330564,0
974111,0
799604,0
344481,0
987066,0
548265,0
45809,0
474917,0
1224602,0
1240811,0
345410,0
774085,0
189570,0
12680,0
449957,0
696462,0
38624,0
482718,0
594672,0
485598,0
1054045,0
1142638,0
684108,0
581735,0
1024742,0
680841,0
792177,0
1165544,0
100640,0
1113364,0
784593,0
228145,0
1348787,0
1004347,0
831374,0
539661,0
267,0
1216917,0
1348466,0
1030872,0
781276,0
430238,0
68798,0
242053,0
1130715,0
1132779,0
1212570,0
977976,0
427455,0
550577,0
137918,0
1348456,0
1171959,0
194234,0
141467,0
42149,0
12826,0
161059,0
270969,0
347545,0
147663,0
1017125,0
936640,0
816774,0
877041,0
548129,0
306016,0
677909,0
1186087,0
938038,0
463042,0
129094,0
15191,0
1185852,0
938701,0
607650,0
607605,0
1129242,0
331258,0
1154313,0
583920,0
467291,0
475806,0
865442,0
860797,0
848660,0
1348508,0
982184,0
604619,0
463337,0
583478,0
1239210,0
476755,0
236878,0
1030463,0
316069,0
735418,0
1186009,0
1342636,0
648439,0
176121,0
1130707,0
545239,0
1147733,0
919143,0
449172,0
1097956,0
1122553,0
429621,0
609458,0
451272,0
1276905,0
854371,0
815225,0
877633,0
1016433,0
554010,0
1133066,0
1254694,0
1126205,0
729051,0
185579,0
1065244,0
372009,0
1012185,0
175684,0
1158112,0
969951,0
1302340,0
214173,0
114536,0
1161093,0
781509,0
1038988,0
1164019,0
486622,0
496677,0
1347737,0
495792,0
947564,0
685719,0
794535,0
211939,0
279108,0
1105024,0
1304224,0
855204,0
430201,0
1248067,0
147690,0
1180203,0
308530,0
7226,0
1244088,0
219920,0
844854,0
1248792,0
547528,0
566007,0
1027130,0
1134529,0
884888,0
831295,0
183942,0
1046012,0
226387,0
936516,0
488702,0
604720,0
873731,0
537953,0
569437,0
1347741,0
744097,0
1061210,0
1217848,0
1303838,0
43922,0
294026,0
816806,0
1074394,0
1213497,0
1347804,0
597668,0
504832,0
174030,0
577182,0
370324,0
801256,0
1189312,0
700482,0
550523,0
705607,0
1224367,0
318277,0
970383,0
448288,0
503471,0
521846,0
1053935,0
1009299,0
200864,0
1198725,0
570855,0
1057123,0
1271847,0
1252920,0
907759,0
704704,0
1288279,0
259512,0
989257,0
931058,0
463626,0
597245,0
936444,0
153441,0
200690,0
995331,0
815991,0
595815,0
467917,0
703685,0
939805,0
468199,0
684900,0
36931,0
744739,0
291973,0
822084,0
516448,0
1204575,0
162520,0
1158845,0
527668,0
616341,0
863302,0
275978,0
78417,0
817025,0
234863,0
1951,0
1016448,0
1159030,0
504456,0
473569,0
711440,0
1079757,0
1260928,0
545625,0
871259,0
181433,0
300093,0
1310599,0
205963,0
676079,0
38479,0
194204,0
1201383,0
161561,0
517987,0
206967,0
567498,0
1268256,0
892104,0
1348516,0
1348872,0
487044,0
752465,0
1348224,0
1017067,0
869555,0
1232754,0
941188,0
567513,0
820419,0
903019,0
214262,0
160516,0
1305988,0
812518,0
103229,0
105205,0
298848,0
783067,0
864020,0
986739,0
701561,0
899711,0
1334912,0
847330,0
1112337,0
1048332,0
298320,0
594091,0
161063,0
833802,0
299735,0
989737,0
71681,0
228513,0
45434,0
533234,0
461670,0
99145,0
810440,0
70679,0
582578,0
64199,0
1348638,0
467284,0
921453,0
389934,0
1343129,0
624870,0
913997,0
630192,0
1005434,0
110187,0
792984,0
1120519,0
626783,0
90713,0
374817,0
810571,0
816827,0
1172005,0
558285,0
1017582,0
1283637,0
74605,0
1133585,0
1186049,0
3809,0
59428,0
1106013,0
191781,0
1130936,0
297363,0
474237,0
1228536,0
782999,0
1220692,0
1246220,0
822377,0
273174,0
1348351,0
1084475,0
348776,0
82727,0
194721,0
481404,0
61081,0
1015519,0
317604,0
476192,0
810502,0
1573,0
649908,0
341460,0
739717,0
278289,0
880935,0
703812,0
788651,0
1016449,0
754082,0
815558,0
198915,0
584224,0
577163,0
676353,0
512363,0
1238262,0
427113,0
108468,0
1112470,0
595632,0
489671,0
467918,0
292146,0
738214,0
1308128,0
608138,0
1034424,0
607609,0
1236096,0
384640,0
909713,0
1017192,0
420998,0
510854,0
1348587,0
195317,0
1348783,0
736816,0
888648,0
794252,0
742607,0
779144,0
1151450,0
552718,0
784384,0
61089,0
997093,0
362710,0
834153,0
449817,0
12863,0
510859,0
827613,0
976412,0
1005441,0
1080309,0
466377,0
65594,0
776933,0
520042,0
943625,0
939258,0
545268,0
323259,0
39010,0
45461,0
842716,0
1242590,0
588791,0
1039749,0
924969,0
922476,0
1232539,0
163177,0
536433,0
864577,0
39108,0
843975,0
937662,0
1348601,0
701554,0
792178,0
42575,0
1221830,0
329791,0
704014,0
769616,0
282835,0
242054,0
226016,0
578209,0
857896,0
444904,0
175725,0
546549,0
1323716,0
919119,0
1288313,0
822775,0
563301,0
547703,0
96341,0
68454,0
1325512,0
518363,0
1071950,0
374581,0
74540,0
1321775,0
945259,0
468299,0
535380,0
424490,0
560708,0
845459,0
48408,0
226995,0
1078215,0
13124,0
420973,0
190742,0
787994,0
1258419,0
1003814,0
560818,0
684188,0
778312,0
368644,0
834429,0
1093530,0
1348217,0
908904,0
1032539,0
1297526,0
1025774,0
761527,0
91577,0
817457,0
494120,0
374010,0
1032814,0
1016430,0
1232597,0
937852,0
921605,0
1283786,0
789077,0
1025551,0
737408,0
817515,0
804445,0
870428,0
853204,0
191584,0
594801,0
994992,0
696829,0
265189,0
939782,0
142487,0
457194,0
68839,0
140067,0
759165,0
324508,0
68564,0
90697,0
1153413,0
521317,0
1043644,0
1169434,0
1128346,0
1016428,0
851699,0
1039191,0
17205,0
1025391,0
1299468,0
334366,0
1054926,0
680849,0
598583,0
1313057,0
597591,0
472766,0
1232598,0
475066,0
264264,0
647340,0
577371,0
678453,0
212016,0
994519,0
562048,0
28957,0
1281966,0
218272,0
138387,0
1248074,0
449497,0
997834,0
675794,0
1088591,0
592104,0
1324268,0
1293020,0
489218,0
797804,0
529855,0
475216,0
159121,0
701550,0
14657,0
1302842,0
1181164,0
100933,0
619464,0
466764,0
678574,0
453027,0
161067,0
783011,0
161559,0
323571,0
492265,0
1103144,0
1071109,0
274702,0
1090740,0
817518,0
665541,0
673593,0
470210,0
1155497,0
1006046,0
376635,0
823393,0
37421,0
306001,0
970825,0
94345,0
12682,0
752209,0
951495,0
860779,0
372339,0
1348408,0
564414,0
112247,0
1153308,0
647699,0
2075,0
1051567,0
598999,0
982696,0
190805,0
780271,0
561516,0
194722,0
234895,0
233163,0
474600,0
101213,0
615466,0
747800,0
270426,0
572720,0
742123,0
1211826,0
182647,0
1039644,0
1161631,0
834709,0
66096,0
782240,0
628801,0
800883,0
761535,0
890726,0
545309,0
756792,0
1200221,0
1223448,0
446984,0
831172,0
815341,0
14252,0
142664,0
643423,0
1178248,0
1039684,0
1285493,0
173765,0
156640,0
1348778,0
78287,0
1159029,0
83478,0
564175,0
1228562,0
1110007,0
879081,0
212127,0
1285483,0
219638,0
982706,0
797319,0
1189215,0
354779,0
2306,0
997033,0
806823,0
546403,0
972288,0
1082182,0
1342960,0
545188,0
1075897,0
877084,0
945266,0
59436,0
98876,0
778579,0
1325435,0
690758,0
860775,0
676344,0
1245562,0
1128479,0
1232107,0
563247,0
701954,0
616222,0
1011123,0
1241032,0
187620,0
521855,0
614100,0
761446,0
260237,0
1029605,0
940035,0
1299898,0
848572,0
432056,0
318794,0
431592,0
769716,0
172240,0
1158884,0
128416,0
560679,0
1300298,0
1118999,0
520983,0
569441,0
1348488,0
71908,0
961224,0
1212287,0
782982,0
399442,0
134136,0
424474,0
260571,0
1129628,0
597477,0
1080331,0
1103997,0
547002,0
976019,0
272905,0
574550,0
1012796,0
1246713,0
801882,0
137878,0
72512,0
1016478,0
183929,0
982046,0
619466,0
1348305,0
519924,0
160829,0
1185289,0
1187249,0
127439,0
906893,0
1003812,0
345009,0
506391,0
1140694,0
845039,0
6265,0
984573,0
746933,0
936509,0
1034191,0
326272,0
884724,0
930528,0
551016,0
52794,0
537009,0
384849,0
39421,0
592105,0
521217,0
1254741,0
54321,0
1209767,0
1204024,0
1340066,0
560658,0
571469,0
3234,0
340198,0
783663,0
1345754,0
797263,0
909649,0
586853,0
845498,0
563312,0
994994,0
1153438,0
147052,0
532514,0
257418,0
1276539,0
879149,0
745922,0
1149681,0
1242324,0
1283691,0
940916,0
1017244,0
681394,0
308937,0
98832,0
558299,0
318372,0
475330,0
181308,0
1187860,0
829498,0
742130,0
738738,0
976413,0
1338725,0
701952,0
401052,0
856291,0
474616,0
404088,0
1037906,0
1303073,0
1348851,0
43795,0
768016,0
276951,0
31889,0
784802,0
98815,0
527934,0
813150,0
479504,0
827695,0
452713,0
1012280,0
910793,0
800194,0
969382,0
800890,0
1347728,0
163239,0
741164,0
67685,0
1071225,0
348219,0
797179,0
547985,0
1238264,0
317526,0
1264358,0
1193445,0
813233,0
980383,0
567631,0
775818,0
593788,0
551671,0
1224831,0
560632,0
133318,0
299976,0
1250667,0
596989,0
521138,0
1239220,0
292186,0
173298,0
1276612,0
545173,0
974360,0
1314799,0
966433,0
1047902,0
1244081,0
1307623,0
107065,0
1195124,0
736593,0
452474,0
1048499,0
603075,0
454076,0
990393,0
131888,0
682030,0
223439,0
389036,0
805647,0
1203750,0
837958,0
837547,0
1085037,0
945059,0
1212507,0
582468,0
306335,0
1128292,0
12533,0
957970,0
191567,0
817033,0
566901,0
1315295,0
298882,0
649180,0
852635,0
374205,0
1217826,0
1017182,0
145024,0
161849,0
563207,0
1135306,0
829280,0
993408,0
663299,0
1164845,0
1216285,0
225772,0
198620,0
1073821,0
862973,0
839924,0
1335520,0
723064,0
139587,0
1287368,0
191564,0
39631,0
1238623,0
916151,0
709070,0
429858,0
782349,0
707411,0
362419,0
926918,0
1113847,0
343763,0
551005,0
1258296,0
227378,0
1348222,0
899968,0
41556,0
841571,0
61084,0
